A a 1
B b 2
C c 3
D d 4
E e 5
F f 6
G g 7
H h 8
I i 9
J j 0
ned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
unsigned  0
